project,boring_id,depth_top_ft,depth_bot_ft,n_value,sampler,soil_major,source_file,lat,lon
OCEAN_II,B-2,7,8,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,8,10,9,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,10,13,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,13,15,13,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,15,18,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,18,20,19,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,20,22,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,22,24,,SPT,PEAT,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,24,25,3,SPT,PEAT,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,25,29,,SPT,PEAT,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,29,30,18,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,30,33,,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,33,35,36,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,35,39,,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,39,40,3,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,40,43,,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,43,45,66,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,45,47,,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,47,48,100,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,48,53,,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,53,55,2,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,55,58,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,58,60,14,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,60,63,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,63,65,6,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,65,68,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,68,69,50,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,69,73,,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,73,75,16,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,75,78,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-2,78,80,14,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.953,-80.1195
OCEAN_II,B-3,0,1,17,SPT,ASPHALT AND LIMEROCK (FILL),OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,1,2,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,2,3,14,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,3,4,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,4,5,13,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,5,6,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,6,7,9,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,7,8,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,8,9,12,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,9,13,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,13,15,18,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,15,18,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,18,20,16,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,20,22,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,22,23,,SPT,PEAT,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,23,25,3,SPT,PEAT,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,25,28,,SPT,PEAT,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,28,30,3,SPT,PEAT,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,30,31,,SPT,PEAT,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,31,33,,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,33,35,32,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,35,38,,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,38,40,42,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,40,53,,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,53,55,13,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,55,58,,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,58,60,34,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,60,63,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,63,65,13,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,65,68,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,68,70,16,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,70,72,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,72,73,,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,73,75,50,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,75,78,,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-3,78,80,18,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.9533,-80.1198
OCEAN_II,B-4,0,1,19,SPT,ASPHALT AND LIMEROCK (FILL),OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,1,2,,SPT,ASPHALT AND LIMEROCK (FILL),OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,2,3,5,SPT,ASPHALT AND LIMEROCK (FILL),OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,3,4,,SPT,ASPHALT AND LIMEROCK (FILL),OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,4,5,12,SPT,ASPHALT AND LIMEROCK (FILL),OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,5,6,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,6,7,17,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,7,8,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,8,9,14,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,9,13,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,13,15,7,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,15,18,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,18,20,22,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,20,23,,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,23,24,6,SPT,SAND,OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,24,27,,SPT,PEAT,OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,27,28,,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,28,30,20,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,30,33,,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,33,35,9,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,35,38,,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.954,-80.1199
OCEAN_II,B-4,38,40,8,SPT,LIMESTONE,OCEAN II - P991229 Reports.pdf,25.954,-80.1199
ARMANI_CASA,B-1,0,2,11,SPT,LIMESTONE AND SAND (FILL),ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,2,3,,SPT,LIMESTONE AND SAND (FILL),ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,3,5,5,SPT,SILTY SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,5,6,,SPT,SILTY SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,6,8,1,SPT,SILTY SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,8,10,5,SPT,SILTY SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,10,13,,SPT,SILTY SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,13,15,16,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,15,18,,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,18,20,12,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,20,23,,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,23,25,6,SPT,PEAT,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,25,28,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,28,30,6,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,30,33,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,33,35,15,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,35,38,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,38,39,100,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,39,43,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,43,45,8,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,45,48,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,48,50,14,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,50,53,,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,53,54,100,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,54,58,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-1,58,60,18,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1204
ARMANI_CASA,B-2,0,2,5,SPT,LIMESTONE AND SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,2,4,4,SPT,LIMESTONE AND SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,4,6,4,SPT,LIMESTONE AND SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,6,8,6,SPT,LIMESTONE AND SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,8,10,15,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,10,13,,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,13,15,6,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,15,18,,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,18,20,11,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,20,23,,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,23,25,3,SPT,PEAT,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,25,28,,SPT,PEAT,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,28,30,23,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,30,33,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,33,35,7,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,35,38,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,38,40,59,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,40,43,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,43,45,8,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,45,48,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,48,50,7,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,50,53,,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,53,55,15,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,55,56,,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-2,56,60,7,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9518,-80.1203
ARMANI_CASA,B-3,0,2,12,SPT,LIMESTONE AND SAND (FILL),ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,2,3,,SPT,LIMESTONE AND SAND (FILL),ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,3,5,9,SPT,LIMESTONE AND SAND (FILL),ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,5,6,,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,6,8,13,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,8,10,18,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,10,13,,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,13,15,11,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,15,18,,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,18,20,16,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,20,23,,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,23,25,4,SPT,PEAT,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,25,28,,SPT,PEAT,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,28,29,100,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,29,33,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,33,35,5,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,35,38,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,38,40,21,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,40,43,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,43,45,59,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,45,48,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,48,50,9,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,50,53,,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,53,55,9,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,55,58,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,58,60,100,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,60,63,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,63,64,100,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,64,66,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,66,68,100,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,68,73,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,73,75,5,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,75,80,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,80,90,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,90,100,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,100,103,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,103,105,9,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,105,108,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,108,109,100,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,109,113,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,113,115,6,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,115,118,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,118,120,6,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,120,123,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,123,125,25,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,125,128,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,128,130,100,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,130,133,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,133,134,100,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,134,138,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,138,140,16,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,143,144,100,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,144,148,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,148,150,100,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,150,153,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,153,155,46,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,155,158,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,158,160,17,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,160,163,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,163,164,100,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,164,168,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,168,170,33,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,170,173,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-3,173,175,50,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9515,-80.1201
ARMANI_CASA,B-4,0,2,10,SPT,LIMESTONE AND SAND (FILL),ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1198
ARMANI_CASA,B-4,2,4,8,SPT,LIMESTONE AND SAND (FILL),ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1198
ARMANI_CASA,B-4,4,6,12,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1198
ARMANI_CASA,B-4,6,8,18,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1198
ARMANI_CASA,B-4,8,10,18,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1198
ARMANI_CASA,B-4,10,13,,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1198
ARMANI_CASA,B-4,13,15,15,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1198
ARMANI_CASA,B-4,15,18,,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1198
ARMANI_CASA,B-4,18,20,24,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1198
ARMANI_CASA,B-4,20,23,,SPT,SAND,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1198
ARMANI_CASA,B-4,23,25,2,SPT,PEAT,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1198
ARMANI_CASA,B-4,25,28,,SPT,PEAT,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1198
ARMANI_CASA,B-4,28,30,3,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1198
ARMANI_CASA,B-4,30,40,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1198
ARMANI_CASA,B-4,40,45,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1198
ARMANI_CASA,B-4,45,50,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1198
ARMANI_CASA,B-4,50,53,,SPT,LIMESTONE,ARMANI CASA - B2015-1188 - Documents.pdf,25.9521,-80.1198
