project,boring_id,depth_top_ft,depth_bot_ft,n_value,sampler,soil_major,source_file,lat,lon
TURNBERRY_OCEAN,B-6,115,118,,SPT,SAND,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,118,120,14,SPT,SAND,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,120,123,,SPT,SAND,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,123,125,"100/1""",SPT,SANDSTONE,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,125,128,,SPT,SANDSTONE,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,128,130,"100/1""",SPT,SANDSTONE,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,130,133,,SPT,SANDSTONE,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,133,135,"100/1""",SPT,CEMENTED SAND,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,135,138,,SPT,CEMENTED SAND,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,138,140,41,SPT,CEMENTED SAND,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,140,143,,SPT,CEMENTED SAND,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,143,145,"100/2""",SPT,CEMENTED SAND,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,145,148,,SPT,CEMENTED SAND,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,148,150,"50/0""",SPT,CEMENTED SAND,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,150,153,,SPT,CEMENTED SAND,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,153,155,176,SPT,SANDSTONE,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,155,158,,SPT,SANDSTONE,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,158,160,"161/7""",SPT,SANDSTONE,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,160,163,,SPT,SANDSTONE,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,163,165,"100/2""",SPT,SANDSTONE,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,165,168,,SPT,SANDSTONE,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-6,168,170,86,SPT,SANDSTONE,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9476,-80.1195
TURNBERRY_OCEAN,B-7,0,2,18,SPT,SAND,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,2,4,40,SPT,SAND,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,4,6,32,SPT,SAND,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,6,8,9,SPT,SAND,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,8,10,29,SPT,SAND AND SHELLS,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,10,13,,SPT,SAND AND SHELLS,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,13,15,21,SPT,SAND AND SHELLS,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,15,18,,SPT,SAND AND SHELLS,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,18,20,56,SPT,SAND AND SHELLS,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,20,22,,SPT,SAND AND SHELLS,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,22,23,,SPT,SILT,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,23,25,10,SPT,SILT,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,25,28,,SPT,SILT,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,28,30,3,SPT,SILT,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,30,31,,SPT,SILT,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,31,33,,SPT,LIMESTONE,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,33,35,71,SPT,LIMESTONE,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,35,38,,SPT,LIMESTONE,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TURNBERRY_OCEAN,B-7,38,40,10,SPT,LIMESTONE,TURNBERRY OCEAN CLUB - B2015-1139 - Documents.pdf,25.9477,-80.1195
TRUMP_ROYALE,B-18,0,2,12,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,2,4,12,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,4,6,14,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,6,8,12,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,8,9,13,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,9,10,13,SPT,SAND AND SHELL,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,10,13,,SPT,SAND AND SHELL,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,13,14,20,SPT,SAND AND SHELL,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,14,15,20,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,15,18,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,18,20,11,SPT,SAND AND SHELL,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,20,23,,SPT,SILT,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,23,25,2,SPT,SILT,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,25,26,,SPT,SILT,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,26,28,,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,28,30,51,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,30,33,,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,33,35,11,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,35,37,,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,37,38,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,38,40,10,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,40,43,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,43,45,23,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,45,48,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,48,50,25,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,50,53,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,53,55,87,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,55,58,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,58,60,54,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,60,61,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,61,63,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,63,65,8,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,65,68,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,68,69,"50/3""",SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,69,73,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,73,75,34,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,75,78,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,78,79,"50/2""",SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,79,83,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,83,85,"50/2""",SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,85,88,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,88,89,10,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,89,93,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,93,94,"50/1""",SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,94,96,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,96,98,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,98,100,"50/1""",SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,100,102,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,102,103,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,103,105,6,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,105,108,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,108,110,7,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,110,113,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,113,115,3,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,115,118,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,118,120,23,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,120,123,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,123,125,9,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,125,128,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-18,128,130,27,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9451,-80.1203
TRUMP_ROYALE,B-19,0,2,15,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,2,4,8,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,4,6,4,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,6,8,3,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,8,10,10,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,10,13,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,13,15,25,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,15,18,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,18,20,20,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,20,22,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,22,23,,SPT,SILT,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,23,25,1,SPT,SILT,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,25,26,,SPT,SILT,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,26,28,,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,28,30,31,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,30,32,,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,32,33,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,33,35,2,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,35,38,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,38,40,2,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,40,43,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,43,45,31,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,45,48,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,48,50,20,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,50,51,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,51,53,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,53,55,4,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,55,58,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,58,60,3,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,60,63,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,63,65,6,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,65,68,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,68,78,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,78,80,WOH,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,80,81,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,81,82,"50/1""",SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,82,83,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,83,84,"50/2""",SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,84,88,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,88,89,"50/1""",SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,89,92,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,92,93,,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,93,95,39,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,95,98,,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,98,100,46,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,100,102,,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,102,103,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,103,105,3,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,105,108,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,108,110,WOH,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,110,113,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,113,115,3,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,115,118,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,118,120,11,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,120,123,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,123,124,"50/3""",SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,124,128,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-19,128,130,51,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.1202
TRUMP_ROYALE,B-20,0,2,14,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,2,4,19,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,4,6,14,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,6,8,13,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,8,10,14,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,10,13,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,13,15,21,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,15,18,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,18,20,20,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,20,23,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,23,25,3,SPT,SILT,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,25,28,,SPT,SILT,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,28,29,27,SPT,SILT,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,29,30,27,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,30,33,,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,33,35,20,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,35,37,,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,37,38,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,38,40,2,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,40,43,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,43,45,3,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,45,48,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,48,50,20,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,50,53,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,53,55,74,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,55,57,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,57,58,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,58,60,2,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,60,63,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,63,65,10,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,65,68,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,68,70,19,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,70,73,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,73,75,2,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,75,76,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,76,77,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,77,78,,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,78,80,39,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,80,81,,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,81,83,,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,83,85,39,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,85,88,,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,88,89,77,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,89,90,77,SPT,LIMESTONE AND SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,90,93,,SPT,LIMESTONE,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,93,95,4,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,95,98,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,98,100,14,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,100,103,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,103,105,10,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,105,108,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,108,110,13,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,110,113,,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
TRUMP_ROYALE,B-20,113,115,15,SPT,SAND,TRUMP ROYALE - Documents.pdf,25.9449,-80.12
